 other_after   nothing
ostatni ostatni adj:sg:nom:m3:pos  nothing
kryształ kryształ subst:sg:nom:m3  nothing
roztrzaskał roztrzaskać praet:sg:m3:perf  nothing
się się qub  nothing
na na prep:loc  nothing
ziemi Ziemia subst:sg:loc:f comma_after 
w w prep:loc:nwok  nothing
hali Hala subst:sg:loc:f  nothing
serwisowej serwisowy adj:sg:loc:f:pos  nothing
zapanowała zapanować praet:sg:f:perf  nothing
cisza cisza subst:sg:nom:f other_after 
 
Konstrukt konstrukt subst:sg:nom:m3  nothing
był być praet:sg:m3:imperf  nothing
unieruchomiony unieruchomić ppas:sg:nom:m3:perf:aff other_after 
 
Do do prep:gen  nothing
hali Hala subst:sg:gen:f  nothing
wpadł wpaść praet:sg:m1:perf  nothing
Landau Landau subst:sg:nom:m1  nothing
w w prep:loc:nwok  nothing
obstawie obstawa subst:sg:loc:f  nothing
swoich swój adj:pl:gen:m1:pos  nothing
najlepszych dobry adj:pl:gen:m1:sup  nothing
ludzi człowiek subst:pl:gen:m1 other_after 
 
Było być praet:sg:n:imperf  nothing
z z prep:inst:nwok  nothing
nim on ppron3:sg:inst:m1:ter:akc:praep  nothing
dwóch dwa num:pl:nom:m1:rec  nothing
naczelnych naczelny adj:pl:gen:m1:pos  nothing
magów mag subst:pl:gen:m1 comma_after 
odpowiedzialnych odpowiedzialny adj:pl:acc:m1:pos  nothing
za za prep:acc  nothing
konfigurację konfiguracja subst:sg:acc:f  nothing
automatów automat subst:pl:gen:m3 other_after 
 other_after   nothing
Trun truna subst:pl:gen:f comma_after 
otwieraj otwierać impt:sg:sec:imperf other_after 
 
Musimy musieć fin:pl:pri:imperf  nothing
to to subst:sg:acc:n  nothing
posprzątać posprzątać inf:perf  nothing
 other_after   nothing
zawołał zawołać praet:sg:m1:perf  nothing
Landau Landau subst:sg:nom:m1 comma_after 
wskazują wskazywać fin:pl:ter:imperf  nothing
na na prep:loc  nothing
grodzie gród subst:sg:loc:m3 other_after 
 other_after   nothing
Panie Pan subst:sg:voc:m1  nothing
szefie szef subst:sg:voc:m1 comma_after 
nie nie qub  nothing
da dać fin:sg:ter:perf  nothing
się się qub  nothing
tam tam adv  nothing
wejść wejść inf:perf  nothing
nie nie qub  nothing
włączając włączać pcon:imperf  nothing
zasilania zasilanie subst:sg:gen:n other_after 
 other_after   nothing
To to qub  nothing
włączaj włączać impt:sg:sec:imperf other_after 
 other_after   nothing
A a conj  nothing
poradzicie poradzić fin:pl:sec:perf  nothing
sobie siebie siebie:dat  nothing
z z prep:inst:nwok  nothing
rozszalałym rozszalały adj:sg:inst:m3:pos  nothing
konstruktem konstrukt subst:sg:inst:m3 other_after 
 
Kiedy kiedy adv  nothing
puszczę puścić fin:sg:pri:perf  nothing
strumień strumień subst:sg:acc:m3  nothing
energii energia subst:sg:gen:f  nothing
do do prep:gen  nothing
grodzi grodź subst:sg:gen:f comma_after 
automat automat subst:sg:nom:m3  nothing
też też qub  nothing
się się qub  nothing
uruchomi uruchomić fin:sg:ter:perf other_after 
 
Dacie dać fin:pl:sec:perf  nothing
mu on ppron3:sg:dat:m1:ter:nakc:npraep  nothing
radę rada subst:sg:acc:f other_after 
 other_after   nothing
kold kold subst:sg:nom:m1  nothing
wskazał wskazać praet:sg:m1:perf  nothing
na na prep:acc  nothing
garstkę garstka subst:sg:acc:f  nothing
najemników najemnik subst:pl:gen:m1  nothing
i i conj  nothing
dwóch dwa num:pl:gen:m1:congr  nothing
bladych blady adj:pl:gen:m1:pos  nothing
magów mag subst:pl:gen:m1 other_after 
 
Landau Landau subst:sg:nom:m1  nothing
zasępił zasępić praet:sg:m1:perf  nothing
się się qub other_after 
 
Spojrzał spojrzeć praet:sg:m1:perf  nothing
na na prep:acc  nothing
Truna truna subst:sg:nom:f other_after 
 other_after   nothing
Trzeba trzeba pred  nothing
kogoś ktoś subst:sg:acc:m1  nothing
poszukać poszukać inf:perf  nothing
do do prep:gen  nothing
tej ten adj:sg:gen:f:pos  nothing
roboty robota subst:sg:gen:f other_after 
 
Kogoś ktoś subst:sg:acc:m1 comma_after 
kto kto subst:sg:nom:m1  nothing
nie nie qub  nothing
ma mieć fin:sg:ter:imperf  nothing
nic nic subst:sg:gen:n  nothing
do do prep:gen  nothing
stracenia stracenie subst:sg:gen:n  nothing
i i conj  nothing
zależy zależeć fin:sg:ter:imperf  nothing
mu on ppron3:sg:dat:m1:ter:nakc:npraep  nothing
na na prep:loc  nothing
złocie złoto subst:sg:loc:n other_after 
 
Czasem czas subst:sg:inst:m3  nothing
przychodzą przychodzić fin:pl:ter:imperf  nothing
do do prep:gen  nothing
mnie ja ppron12:sg:gen:m1:pri:akc  nothing
tacy taki adj:pl:nom:m1:pos comma_after 
pytają pytać fin:pl:ter:imperf  nothing
o o prep:acc  nothing
zarobek zarobek subst:sg:acc:m3 other_after 
 
Ktoś ktoś subst:sg:nom:m1  nothing
się się qub  nothing
na na prep:acc  nothing
pewno pewno adv:pos  nothing
znajdzie znajść fin:sg:ter:perf other_after 
 
Ondricek ondricek subst:sg:nom:m1  nothing
cierpiał cierpieć praet:sg:m1:imperf  nothing
razem razem adv  nothing
ze z prep:inst:wok  nothing
mną ja ppron12:sg:inst:m1:pri comma_after 
chciał chcieć praet:sg:m1:imperf  nothing
mi ja ppron12:sg:dat:m1:pri:nakc  nothing
nieba niebo subst:sg:gen:n  nothing
uchylić uchylić inf:perf comma_after 
był być praet:sg:m1:imperf  nothing
taki taki adj:sg:nom:m1:pos  nothing
dobry dobry adj:sg:nom:m1:pos other_after 
 
Nie nie qub  nothing
mogła móc praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
siedzieć siedzieć inf:imperf  nothing
bezczynnie bezczynnie adv:pos comma_after 
musiała musieć praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
wychodzić wychodzić inf:imperf  nothing
mój mój adj:sg:acc:m3:pos  nothing
żal żal subst:sg:acc:m3 other_after 
 
Wychodzili wychodzić praet:pl:m1:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
z z prep:gen:nwok  nothing
domu dom subst:sg:gen:m3  nothing
i i conj  nothing
odprowadzała odprowadzać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
go on ppron3:sg:acc:m3:ter:nakc:npraep  nothing
pod pod prep:acc:nwok  nothing
bramę brama subst:sg:acc:f  nothing
fabryki fabryka subst:sg:gen:f other_after 
 
Potem potem adv  nothing
szła iść praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
prosto prosto adv:pos  nothing
przed przed prep:acc:nwok  nothing
siebie siebie siebie:acc comma_after 
do do prep:gen  nothing
ostatnich ostatni adj:pl:gen:n:pos  nothing
zabudowań zabudowania subst:pl:gen:n comma_after 
aż aż comp  nothing
Praga Praga subst:sg:nom:f  nothing
nieoczekiwanie nieoczekiwanie adv:pos  nothing
się się qub  nothing
kończyła kończyć praet:sg:f:imperf other_after 
 
Zawracała zawracać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
i i conj  nothing
szła iść praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
w w prep:acc:nwok  nothing
inną inny adj:sg:acc:f:pos  nothing
stronę strona subst:sg:acc:f other_after 
 
Wracała wracać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
po po prep:loc  nothing
południu południe subst:sg:loc:n comma_after 
jedli jeść praet:pl:m1:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
obiad obiad subst:sg:acc:m3  nothing
przyniesiony przynieść ppas:sg:acc:m3:perf:aff  nothing
przez przez prep:acc:nwok  nothing
Ondricka ondricka subst:sg:acc:m1  nothing
ze z prep:gen:wok  nothing
stołówki stołówka subst:sg:gen:f  nothing
zakładowej zakładowy adj:sg:gen:f:pos other_after 
 
Chwilę chwila subst:sg:acc:f  nothing
odpoczywała odpoczywać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
i i conj  nothing
znów znów qub  nothing
wychodzili wychodzić praet:pl:m1:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok comma_after 
godzinami godzina subst:pl:inst:f  nothing
krążyli krążyć praet:pl:m1:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
ulicami ulica subst:pl:inst:f comma_after 
aż aż comp  nothing
przychodziła przychodzić praet:sg:f:imperf  nothing
pora por subst:sg:acc:m2  nothing
Ondrickowego ondrickowego subst:sg:gen:n  nothing
piwa piwo subst:sg:gen:n other_after 
 
Jakby jakby comp  nothing
ciągnął ciągnąć praet:sg:m3:imperf  nothing
go on ppron3:sg:acc:m3:ter:nakc:npraep  nothing
magnes magnes subst:sg:acc:m3 comma_after 
kluczył kluczyć praet:sg:m1:imperf  nothing
i i conj  nothing
wracał wracać praet:sg:m1:imperf  nothing
do do prep:gen  nothing
ulubionej ulubiony adj:sg:gen:f:pos  nothing
gospody gospoda subst:sg:gen:f other_after 
 
Ulubionej ulubiony adj:sg:gen:f:pos  nothing
w w prep:loc:nwok  nothing
danym dany adj:sg:loc:m3:pos  nothing
tygodniu tydzień subst:sg:loc:m3 comma_after 
bo bo comp  nothing
miał mieć praet:sg:m1:imperf  nothing
ich on ppron3:pl:acc:m1:ter:akc:npraep  nothing
całe cały adj:sg:acc:n:pos  nothing
mnóstwo mnóstwo subst:sg:acc:n other_after 
 
Dopiero dopiero qub  nothing
wtedy wtedy adv  nothing
wracała wracać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
do do prep:gen  nothing
domu dom subst:sg:gen:m3  nothing
i i conj  nothing
zdejmowała zdejmować praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
schodzone schodzić ppas:pl:acc:m3:perf:aff  nothing
buty but subst:pl:acc:m3 comma_after 
oglądała oglądać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
spuchnięte spuchnąć ppas:pl:acc:f:perf:aff  nothing
stopy stopa subst:pl:acc:f  nothing
i i conj  nothing
wkładała wkładać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
je on ppron3:pl:acc:f:ter:akc:npraep  nothing
do do prep:gen  nothing
wiadra wiadro subst:sg:gen:n  nothing
z z prep:inst:nwok  nothing
chłodną chłodny adj:sg:inst:f:pos  nothing
wodą woda subst:sg:inst:f other_after 
 
Zanim zanim comp  nothing
Ondricek ondricek subst:sg:nom:m1  nothing
zdążył zdążyć praet:sg:m1:perf  nothing
wrócić wrócić inf:perf comma_after 
już już qub  nothing
spała spać praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok other_after 
 
Przez przez prep:acc:nwok  nothing
wiele wiele num:pl:acc:m3:rec  nothing
miesięcy miesiąc subst:pl:gen:m3  nothing
tak tak adv:pos  nothing
samo samo adv:pos  nothing
wyglądały wyglądać praet:pl:m3:imperf  nothing
nasze nasz adj:pl:acc:m3:pos  nothing
dni dzień subst:pl:acc:m3 other_after 
 
Szła iść praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
i i conj  nothing
szła iść praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
przez przez prep:acc:nwok  nothing
Pragę Praga subst:sg:acc:f other_after 
 
Najbardziej bardzo adv:sup  nothing
brakowało brakować praet:sg:n:imperf  nothing
mi ja ppron12:sg:dat:m1:pri:nakc  nothing
wiatru wiatr subst:sg:gen:m3 comma_after 
Wełtawa Wełtawa subst:sg:nom:f  nothing
zawsze zawsze adv  nothing
jest być fin:sg:ter:imperf  nothing
spokojna spokojny adj:sg:nom:f:pos comma_after 
nie nie qub  nothing
przypomina przypominać fin:sg:ter:imperf  nothing
rozhuśtanego rozhuśtać ppas:sg:gen:m3:perf:aff  nothing
od od prep:gen:nwok  nothing
wiatru wiatr subst:sg:gen:m3  nothing
zalewu zalew subst:sg:gen:m3  nothing
w w prep:loc:nwok  nothing
Szczecinie Szczecin subst:sg:loc:m3 other_after 
 
Spokojna spokojny adj:sg:nom:f:pos comma_after 
stara stary adj:sg:nom:f:pos comma_after 
pewna pewien adj:sg:nom:f:pos  nothing
siebie siebie siebie:gen  nothing
rzeka rzeka subst:sg:nom:f other_after 
 
Łaskawie łaskawie adv:pos  nothing
przepływa przepływać fin:sg:ter:imperf comma_after 
ociera ocierać fin:sg:ter:imperf  nothing
się się qub  nothing
o o prep:acc  nothing
brzegi brzeg subst:pl:acc:m3 comma_after 
ale ale conj  nothing
w w prep:loc:nwok  nothing
istocie istota subst:sg:loc:f  nothing
śpi spać fin:sg:ter:imperf  nothing
jak jak adv:pos  nothing
ogromna ogromny adj:sg:nom:f:pos  nothing
ryba Ryba subst:sg:nom:f other_after 
 
Chowa chować fin:sg:ter:imperf  nothing
charakter charakter subst:sg:acc:m3  nothing
pod pod prep:inst:nwok  nothing
leniwym leniwy adj:sg:inst:m3:pos  nothing
nurtem nurt subst:sg:inst:m3 comma_after 
nie nie qub  nothing
dąży dążyć fin:sg:ter:imperf  nothing
nigdzie nigdzie adv comma_after 
nigdzie nigdzie adv  nothing
się się qub  nothing
nie nie qub  nothing
spieszy spieszyć fin:sg:ter:imperf other_after 
 
Od od prep:gen:nwok  nothing
Łaby Łaba subst:sg:gen:f  nothing
wciąż wciąż adv  nothing
jest być fin:sg:ter:imperf  nothing
daleko daleko adv:pos  nothing
do do prep:gen  nothing
morza morze subst:sg:gen:n other_after 
 
Czasem czas subst:sg:inst:m3  nothing
jest być fin:sg:ter:imperf  nothing
mi ja ppron12:sg:dat:m1:pri:nakc  nothing
tu tu adv  nothing
dobrze dobrze adv:pos other_after 
 
Niekiedy niekiedy adv  nothing
nawet nawet qub  nothing
myślę myśleć fin:sg:pri:imperf other_after 
u u prep:gen  nothing
nas my ppron12:pl:gen:m1:pri comma_after 
w w prep:loc:nwok  nothing
Pradze Praga subst:sg:loc:f other_after 
 
Ale ale conj  nothing
najlepiej dobrze adv:sup  nothing
czuję czuć fin:sg:pri:imperf  nothing
się się qub  nothing
w w prep:loc:nwok  nothing
tym ten adj:sg:loc:m3:pos  nothing
kościele kościół subst:sg:loc:m3 other_after 
 
W w prep:loc:nwok  nothing
Szczecinie Szczecin subst:sg:loc:m3  nothing
też też qub  nothing
są być fin:pl:ter:imperf  nothing
dominikanie dominikanin subst:pl:nom:m1 comma_after 
nawet nawet qub  nothing
w w prep:loc:nwok  nothing
ubiegłym ubiegły adj:sg:loc:m3:pos  nothing
roku rok subst:sg:loc:m3  nothing
był być praet:sg:m1:imperf  nothing
tu tu adv  nothing
jeden jeden adj:sg:nom:m1:pos other_after 
 
Przyjechał przyjechać praet:sg:m1:perf  nothing
prosto prosto adv:pos  nothing
ze z prep:gen:wok  nothing
Szczecina Szczecin subst:sg:gen:m3 other_after 
 
Zaprosiła zaprosić praet:sg:f:perf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
go on ppron3:sg:acc:m1:ter:nakc:npraep  nothing
do do prep:gen  nothing
nas my ppron12:pl:gen:m1:pri  nothing
na na prep:acc  nothing
kolację kolacja subst:sg:acc:f other_after 
 
Ondricek ondricek subst:sg:nom:m1  nothing
pojechało pojechać praet:sg:n:perf  nothing
niego on ppron3:sg:acc:m1:ter:akc:praep  nothing
naszą nasz adj:sg:inst:f:pos  nothing
czerwoną czerwony adj:sg:inst:f:pos  nothing
skodą skoda subst:sg:inst:f comma_after 
ja ja ppron12:sg:nom:f:pri  nothing
nakryła nakryć praet:sg:f:perf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
stół stół subst:sg:acc:m3  nothing
białym biały adj:sg:inst:m3:pos  nothing
obrusem obrus subst:sg:inst:m3 comma_after 
zapaliła zapalić praet:sg:f:perf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
świece świeca subst:pl:acc:f other_after 
 
A a conj  nothing
potem potem adv  nothing
niepokoiła niepokoić praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
się się qub  nothing
o o prep:acc  nothing
męża mąż subst:sg:acc:m1 comma_after 
nigdy nigdy adv  nothing
nie nie qub  nothing
jeździmy jeździć fin:pl:pri:imperf  nothing
samochodem samochód subst:sg:inst:m3  nothing
do do prep:gen  nothing
centrum centrum subst:sg:gen:n other_after 
 
Ten ten adj:sg:nom:m1:pos  nothing
młody młody adj:sg:nom:m1:pos  nothing
ojciec ojciec subst:sg:nom:m1  nothing
ze z prep:gen:wok  nothing
Szczecina Szczecin subst:sg:gen:m3  nothing
był być praet:sg:m3:imperf  nothing
pierwszą pierwszy adj:sg:inst:f:pos  nothing
osobą osoba subst:sg:inst:f comma_after 
która który adj:sg:nom:f:pos  nothing
zapytała zapytać praet:sg:f:perf comma_after 
dlaczego dlaczego adv  nothing
żyjemy żyć fin:pl:pri:imperf  nothing
już już qub  nothing
tyle tyle num:pl:acc:m3:rec  nothing
lat rok subst:pl:gen:m3  nothing
bez bez prep:gen:nwok  nothing
ślubu ślub subst:sg:gen:m3  nothing
kościelnego kościelny adj:sg:gen:m3:pos other_after 
 
Nigdy nigdy adv  nothing
mi ja ppron12:sg:dat:m1:pri:nakc  nothing
to to subst:sg:nom:n  nothing
nie nie qub  nothing
przeszkadzało przeszkadzać praet:sg:n:imperf comma_after 
Czesi Czech subst:pl:nom:m1  nothing
biorą brać fin:pl:ter:imperf  nothing
tylko tylko qub  nothing
cywilny cywilny adj:sg:acc:m3:pos comma_after 
tłumaczyła tłumaczyć praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok other_after 
 
A a conj  nothing
Ondricek ondricek subst:sg:nom:m1  nothing
dodał dodać praet:sg:m1:perf  nothing
z z prep:inst:nwok  nothing
poważną poważny adj:sg:inst:f:pos  nothing
miną mina subst:sg:inst:f other_after 
 other_after   nothing
Ślub ślub subst:sg:nom:m3  nothing
kościelny kościelny adj:sg:nom:m3:pos other_after 
 
Nie nie qub comma_after 
nie nie qub other_after 
 
To to pred  nothing
by by qub  nothing
już już qub  nothing
było być praet:sg:n:imperf  nothing
na na prep:acc  nothing
zawsze zawsze adv other_after 
 
No no qub  nothing
i i conj  nothing
minęły minąć praet:pl:m3:perf  nothing
te ten adj:pl:acc:m3:pos  nothing
wszystkie wszystek adj:pl:acc:m3:pos  nothing
lata rok subst:pl:acc:m3  nothing
bez bez prep:gen:nwok  nothing
dzieci dziecko subst:pl:gen:n other_after 
 
Tylko tylko qub  nothing
Marika Marika subst:sg:nom:f  nothing
i i conj  nothing
Ondricek ondricek subst:sg:nom:m1 other_after 
 
Ondricek ondricek subst:sg:nom:m1  nothing
i i conj  nothing
Marika Marika subst:sg:nom:f other_after 
 
Od od prep:gen:nwok  nothing
początku początek subst:sg:gen:m3  nothing
tak tak adv:pos  nothing
na na prep:acc  nothing
mnie ja ppron12:sg:acc:m1:pri:akc  nothing
mówił mówić praet:sg:m1:imperf comma_after 
chciał chcieć praet:sg:m1:imperf  nothing
mnie ja ppron12:sg:acc:m1:pri:akc  nothing
nazywać nazywać inf:imperf  nothing
po po prep:loc  nothing
swojemu swój adj:sg:dat:m1:pos other_after 
 
W w prep:loc:nwok  nothing
pracy praca subst:sg:loc:f  nothing
też też qub  nothing
była być praet:sg:f:imperf  nothing
m być aglt:sg:pri:imperf:nwok  nothing
Mariką Marika subst:sg:inst:f other_after 
 
Cztery cztery num:pl:nom:f:congr  nothing
były być praet:pl:f:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
w w prep:loc:nwok  nothing
jednym jeden adj:sg:loc:m3:pos  nothing
pokoju pokój subst:sg:loc:m3 comma_after 
a a conj  nothing
na na prep:acc  nothing
wszystkie wszystek adj:pl:acc:m3:pos  nothing
mówili mówić praet:pl:m1:imperf  nothing
tak tak adv:pos  nothing
samo samo adv:pos other_after 
 
Jedna jeden adj:sg:nom:f:pos  nothing
Maria Maria subst:sg:nom:f comma_after 
druga drugi adj:sg:nom:f:pos  nothing
Miriam Miriam subst:sg:nom:f comma_after 
trzecia trzeci adj:sg:nom:f:pos  nothing
Marketa marketa subst:sg:nom:m1  nothing
i i conj  nothing
ja ja ppron12:sg:nom:f:pri  nothing
Marzenka Marzenka subst:sg:nom:f other_after 
 
Chyba chyba qub  nothing
już już qub  nothing
nikt nikt subst:sg:nom:m1  nothing
nie nie qub  nothing
pamięta pamiętać fin:sg:ter:imperf comma_after 
że że comp  nothing
mam mieć fin:sg:pri:imperf  nothing
na na prep:acc  nothing
imię imię subst:sg:acc:n  nothing
Marzena Marzena subst:sg:nom:f comma_after 
tylko tylko qub  nothing
ja ja ppron12:sg:nom:f:pri  nothing
sama sam adj:sg:nom:f:pos other_after 
 
W w prep:loc:nwok  nothing
Polsce Polska subst:sg:loc:f  nothing
nie nie qub  nothing
mam mieć fin:sg:pri:imperf  nothing
nikogo nikt subst:sg:gen:m1 other_after 
 
Jakie jaki adj:pl:nom:f:pos  nothing
to to pred  nothing
dziwne dziwny adj:sg:nom:n:pos  nothing
uczucie uczucie subst:sg:nom:n other_after 
 
Nie nie qub  nothing
chcę chcieć fin:sg:pri:imperf  nothing
niczego nic subst:sg:gen:n  nothing
zmieniać zmieniać inf:imperf comma_after 
a a conj  nothing
nie nie qub  nothing
do do prep:gen  nothing
końca koniec subst:sg:gen:m3  nothing
jestem być fin:sg:pri:imperf  nothing
pogodzona pogodzić ppas:sg:nom:f:perf:aff  nothing
z z prep:inst:nwok  nothing
tym to subst:sg:inst:n comma_after 
że że comp  nothing
mieszkam mieszkać fin:sg:pri:imperf  nothing
tutaj tutaj adv other_after 
 
Nie nie qub  nothing
mam mieć fin:sg:pri:imperf  nothing
wpływu wpływ subst:sg:gen:m3  nothing
na na prep:acc  nothing
moje mój adj:sg:acc:n:pos  nothing
czeskie czeski adj:sg:acc:n:pos  nothing
