
być fin:sg:ter:imperf nothing
rzetelność subst:sg:nom:f other_after 

dokładać fin:pl:pri:imperf nothing
wszelki adj:pl:gen:n:pos nothing
staranie subst:pl:gen:n nothing
aby comp nothing
prezentować ppas:pl:nom:m3:imperf:aff nothing
wynik subst:pl:nom:m3 nothing
badanie subst:pl:gen:n nothing
pochodzić praet:pl:n:imperf nothing
z prep:gen:nwok nothing
wiarygodny adj:pl:gen:m3:pos nothing
i conj nothing
prestiżowy adj:pl:gen:n:pos nothing
czasopismo subst:pl:gen:n nothing
naukowy adj:pl:gen:n:pos other_after 
science subst:sg:nom:m3 comma_after 
nature subst:sg:nom:m1 comma_after 
psychological subst:sg:nom:m1 nothing
science subst:sg:nom:m1 comma_after 
journal subst:sg:nom:n nothing
of subst:sg:nom:n nothing
experimental subst:sg:nom:n nothing
social subst:sg:nom:n nothing
psychology subst:sg:nom:n comma_after 
evolution subst:sg:nom:f nothing
Anda subst:pl:gen:f nothing
human subst:sg:gen:f nothing
behavior subst:sg:gen:f nothing
i conj nothing
wiele num:pl:nom:f:rec nothing
inny adj:pl:gen:f:pos other_after  comma_after 
który adj:pl:gen:f:pos nothing
publikacja subst:pl:nom:f nothing
tworzyć fin:pl:ter:imperf nothing
nowy adj:sg:acc:f:sup nothing
nauka subst:sg:acc:f other_after 

potwierdzenie subst:sg:inst:n nothing
nasz adj:sg:gen:f:pos nothing
praca subst:sg:gen:f nothing
być fin:sg:ter:imperf nothing
pozytywny adj:sg:nom:n:pos nothing
przejść ger:sg:nom:n:perf:aff nothing
weryfikacja subst:sg:gen:f nothing
duży adj:sg:gen:m3:sup nothing
międzynarodowy adj:sg:gen:m3:pos nothing
agregator subst:sg:gen:m3 nothing
naukowy adj:pl:gen:f:pos nothing
treść subst:pl:gen:f other_after 
research subst:sg:nom:m1 nothing
blogging subst:sg:nom:m1 other_after 

wszystek adj:pl:dat:m1:pos nothing
dotychczasowy adj:pl:dat:m1:pos nothing
i conj nothing
nowy adj:pl:dat:m1:pos nothing
czytelnik subst:pl:dat:m1 comma_after 
fan subst:pl:dat:m1 comma_after 
rssowiczom subst:pl:nom:m1 nothing
dziękować fin:pl:pri:imperf nothing
za prep:acc nothing
zaufanie subst:sg:acc:n nothing
i conj nothing
pomoc subst:sg:acc:f nothing
w prep:loc:nwok nothing
popularyzacja subst:sg:loc:f nothing
nauka subst:sg:gen:f other_after 

pisać fin:pl:pri:imperf nothing
dla prep:gen nothing
wy ppron12:pl:gen:m1:sec nothing
i conj nothing
dzięki prep:dat nothing
wy ppron12:pl:dat:m1:sec nothing
więc conj nothing
mieć fin:pl:pri:imperf nothing
Nadzieja subst:sg:acc:f comma_after 
że comp nothing
już qub nothing
zawsze adv nothing
być bedzie:pl:sec:imperf nothing
głodny adj:pl:nom:m1:pos nothing
wiedza subst:sg:gen:f other_after 

Badania.net subst:sg:nom:m3 nothing
dołączyć praet:pl:m3:perf nothing
również qub nothing
do prep:gen nothing
internetowy adj:sg:gen:f:pos nothing
społeczność subst:sg:gen:f nothing
na prep:acc nothing
blip.pl subst:sg:nom:m3 other_after 
bardzo adv:pos nothing
lubić fin:sg:pri:imperf nothing
informować inf:imperf nothing
przyjaciel subst:pl:acc:m1 other_after  other_after 

ten adj:sg:inst:m1:pos nothing
sam adj:sg:inst:m1:pos nothing
zapraszać fin:pl:pri:imperf nothing
wszystek adj:pl:acc:m1:pos nothing
blipowiczów subst:pl:acc:m1 nothing
do prep:gen nothing
dodać ger:sg:gen:n:perf:aff nothing
nasz adj:sg:gen:f:pos nothing
strona subst:sg:gen:f nothing
do prep:gen nothing
obserwować ppas:pl:gen:m3:imperf:aff other_after 

można pred nothing
także qub nothing
znaleźć inf:perf nothing
my ppron12:pl:acc:m1:pri nothing
w prep:loc:nwok nothing
serwis subst:sg:loc:m3 nothing
eioba subst:sg:nom:m1 nothing
gdzie adv nothing
znajdować fin:pl:ter:imperf nothing
się qub nothing
przedruk subst:pl:nom:m3 nothing
większość subst:sg:gen:f nothing
nasz adj:pl:gen:m3:pos nothing
artykuł subst:pl:gen:m3 other_after 

chcieć praet:pl:m1:imperf nothing
by qub nothing
być aglt:pl:pri:imperf:nwok nothing
aby comp nothing
strona subst:sg:nom:f nothing
badania.net subst:sg:nom:m3 nothing
kojarzyć ppas:sg:nom:f:imperf:aff nothing
być praet:sg:f:imperf nothing
z prep:inst:nwok other_after 
ciekawy adj:pl:inst:n:sup nothing
badanie subst:pl:nom:n nothing
naukowy adj:pl:inst:n:pos nothing
ever subst:sg:gen:n other_after  other_after 

jeśli comp nothing
podzielać fin:pl:sec:imperf nothing
nasz adj:sg:acc:n:pos nothing
zdanie subst:sg:acc:n comma_after 
pochwalić impt:pl:sec:perf nothing
się qub nothing
znajomy subst:sg:inst:m1 nothing
jak adv:pos nothing
wiele num:pl:acc:n:rec nothing
już qub nothing
wiedzieć fin:pl:sec:imperf nothing
i conj nothing
wskazać impt:pl:sec:perf nothing
on ppron3:pl:dat:m1:ter:akc:npraep nothing
droga subst:sg:acc:f nothing
do prep:gen nothing
źródło subst:sg:gen:n other_after 

klasa subst:sg:nom:f nothing
przechowywać pact:sg:nom:f:imperf:aff nothing
reprezentować fin:sg:ter:imperf nothing
dana subst:pl:acc:f comma_after 
który adj:pl:nom:f:pos nothing
musieć fin:pl:ter:imperf nothing
być inf:imperf nothing
przechowywać ppas:pl:nom:m3:imperf:aff nothing
przez prep:acc:nwok nothing
długi adj:sg:acc:m3:com nothing
czas subst:sg:acc:m3 other_after 
przykład subst:sg:inst:m3 nothing
móc fin:sg:ter:imperf nothing
być inf:imperf nothing
zawartość subst:sg:nom:f nothing
tablica subst:pl:gen:f nothing
baza subst:pl:gen:f nothing
dana subst:pl:gen:f nothing
oraz conj nothing
plik subst:pl:gen:m3 other_after  other_after 

zazwyczaj adv nothing
związać ppas:sg:nom:f:perf:aff nothing
być fin:sg:ter:imperf nothing
z prep:inst:nwok nothing
wiele num:pl:inst:m3:congr nothing
przypadek subst:pl:inst:m3 nothing
użycie subst:sg:gen:n other_after 

nie qub nothing
móc fin:sg:ter:imperf nothing
samodzielnie adv:pos nothing
inicjować inf:imperf nothing
interakcja subst:pl:gen:f other_after 

klasa subst:sg:nom:f nothing
przechowywać pact:sg:nom:f:imperf:aff nothing
móc fin:sg:ter:imperf nothing
być inf:imperf nothing
implementować ppas:sg:nom:f:imperf:aff nothing
na prep:loc nothing
etap subst:sg:loc:m3 nothing
projektować ger:sg:gen:n:imperf:aff nothing
zarówno conj nothing
w prep:loc:nwok nothing
postać subst:sg:loc:f nothing
samodzielny adj:sg:gen:f:pos nothing
klasa subst:sg:gen:f comma_after 
jak conj nothing
i conj nothing
atrybut subst:pl:gen:m3 nothing
poszczególny adj:pl:gen:f:pos nothing
klasa subst:pl:gen:f other_after 

ponieważ comp nothing
pas subst:sg:nom:m3 nothing
być fin:sg:ter:imperf nothing
dość qub nothing
krótki adj:sg:nom:m3:pos other_after 
2180 num:pl:nom:m3:rec nothing
metr brev:npun other_after  comma_after 
a conj nothing
lądować fin:pl:ter:imperf nothing
na prep:loc nothing
on ppron3:sg:loc:m3:ter:akc:praep nothing
nierzadko adv:pos nothing
duży adj:pl:nom:m3:pos nothing
samolot subst:pl:nom:m3 other_after 
wyspa subst:sg:nom:f nothing
cieszyć fin:sg:ter:imperf nothing
się qub nothing
duży adj:sg:inst:f:pos nothing
popularność subst:sg:inst:f nothing
wśród prep:gen nothing
turysta subst:pl:gen:m1 other_after  comma_after 
pilot subst:pl:nom:m1 nothing
często adv:pos nothing
starać fin:pl:ter:imperf nothing
się qub nothing
lądować inf:imperf nothing
tuż qub nothing
za prep:inst nothing
próg subst:sg:inst:m3 nothing
pas subst:sg:gen:m3 nothing
10 adj:sg:gen:m3:pos other_after 
dawno adv:com nothing
9 adj:sg:nom:m3:pos comma_after 
lądować ger:sg:nom:n:imperf:aff nothing
duży adj:pl:gen:m3:pos nothing
samolot subst:pl:gen:m3 nothing
na prep:loc nothing
pas subst:sg:loc:m3 nothing
27 adj:sg:loc:m3:pos other_after 
28 num:pl:nom:m3:rec nothing
być fin:sg:ter:imperf nothing
uniemożlione subst:sg:nom:m3 nothing
przez prep:acc:nwok nothing
pagórek subst:pl:acc:m3 nothing
znajdować pact:pl:acc:m3:imperf:aff nothing
się qub nothing
za prep:inst nothing
wschodni adj:sg:inst:m3:pos nothing
koniec subst:sg:inst:m3 nothing
pas subst:sg:gen:m3 other_after  comma_after 
by comp nothing
zostać praet:sg:n:perf nothing
dużo num:pl:nom:n:rec nothing
miejsce subst:sg:gen:n nothing
na prep:acc nothing
hamować ger:sg:acc:n:imperf:aff other_after 

prosić fin:sg:pri:imperf nothing
zwrócić inf:perf nothing
uwaga subst:sg:acc:f nothing
na prep:acc nothing
ślad subst:pl:acc:m3 nothing
opona subst:pl:gen:f nothing
na prep:loc nothing
powyższy adj:sg:loc:n:pos nothing
zdjęcie subst:sg:loc:n other_after 

czyli conj nothing
samolot subst:pl:nom:m3 nothing
przelatywać fin:pl:ter:imperf nothing
bardzo adv:pos nothing
nisko adv:pos nothing
nad prep:inst:nwok nothing
plaża subst:sg:inst:f comma_after 
a conj nothing
